,City,longitude,latitude
1648,FELDE,54.300,9.933
1649,FELDKIRCHEN,48.150,11.733
1650,FELDKIRCHEN,48.833,12.533
1651,FELDKIRCHEN-WESTERHAM,47.900,11.833
1652,FELL,49.767,6.783
1653,FELLBACH,48.817,9.283
1654,FELM,54.417,10.067
1655,FELSBERG,51.133,9.417
1656,FENSTERBACH,49.417,12.050
1657,FERDINANDSHOF,53.667,13.888
1658,FERNWALD,50.550,8.783
1659,FEUCHT,49.383,11.217
1660,FEUCHTWANGEN,49.167,10.333
1661,FICHTELBERG,50.000,11.850
1662,FICHTENAU,49.067,10.217
1663,FICHTENBERG,48.983,9.717
1664,FILDERSTADT,48.683,9.217
1665,FILSUM,53.250,7.633
1666,FINNENTROP,51.167,7.967
1667,FINNING,48.017,11.017
1668,FINNINGEN,48.650,10.500
1669,FINOWFURT,52.846,13.679
1670,FINSING,48.217,11.833
1671,FINSTERBERGEN,50.837,10.594
1672,FINSTERWALDE,51.633,13.713
1673,FINTEL,53.167,9.667
1674,FISCHACH,48.283,10.650
1675,FISCHBACH,49.733,7.400
1676,FISCHBACH BEI DAHN,49.083,7.717
1677,FISCHBACHAU,47.717,11.950
1678,FISCHBACHTAL,49.767,8.817
1679,FISCHEN IM ALLGÄU,47.467,10.267
1680,FISCHERBACH,48.283,8.117
1681,FLACHSLANDEN,49.400,10.517
1682,FLADUNGEN,50.517,10.150
1683,FLECKEBY,54.483,9.700
1684,FLEIN,49.100,9.217
1685,FLENSBURG,54.783,9.433
1686,FLIEDEN,50.417,9.567
1687,FLINTBEK,54.250,10.067
1688,FLINTSBACH AM INN,47.717,12.133
1689,FLOH,50.755,10.486
1690,FLONHEIM,49.783,8.033
1691,FLORSTADT,50.317,8.867
1692,FLOSS,49.717,12.283
1693,FLOSSENBÜRG,49.733,12.350
1694,FLUORN-WINZELN,48.300,8.483
1695,FLÖHA,50.865,13.065
1696,FLÖRSBACHTAL,50.133,9.483
1697,FLÖRSHEIM AM MAIN,50.017,8.433
1698,FLÖRSHEIM-DALSHEIM,49.650,8.200
1699,FLÖTHE,52.083,10.467
1700,FOCKBEK,54.300,9.600
1701,FORBACH,48.683,8.367
1702,FORCHHEIM,48.167,7.700
1703,FORCHHEIM,49.717,11.050
1704,FORCHTENBERG,49.283,9.567
1705,FORST,49.150,8.583
1706,FORST,51.750,14.647
1707,FORSTERN,48.183,11.983
1708,FORSTINNING,48.167,11.917
1709,FRAMERSHEIM,49.767,8.183
1710,FRAMMERSBACH,50.067,9.467
1711,FRANKENAU,50.991,12.917
1712,FRANKENAU,51.100,8.933
1713,FRANKENBERG,50.911,13.036
1714,FRANKENBERG (EDER),51.067,8.800
1715,FRANKENHARDT,49.083,9.983
1716,FRANKENSTEIN,49.433,7.983
1717,FRANKENTHAL (PFALZ),49.533,8.350
1718,FRANKFURT AM MAIN,50.117,8.683
1719,FRANKFURT AN DER ODER,52.342,14.545
1720,FRANKLEBEN,51.310,11.931
1721,FRANZBURG,54.188,12.879
1722,FRASDORF,47.800,12.283
1723,FRAUENAU,48.983,13.300
1724,FRAUENHAIN,51.388,13.471
1725,FRAUENNEUHARTING,48.033,12.050
1726,FRAUNBERG,48.367,12.000
1727,FRAUREUTH,50.709,12.359
1728,FRECHEN,50.917,6.817
1729,FRECKENFELD,49.067,8.117
1730,FREDEN (LEINE),51.933,9.900
1731,FREDENBECK,53.533,9.400
1732,FREDERSDORF,52.523,13.754
1733,FREI-LAUBERSHEIM,49.800,7.900
1734,FREIAMT,48.167,7.917
1735,FREIBERG,50.917,13.348
1736,FREIBERG AM NECKAR,48.933,9.200
1737,FREIBURG (ELBE),53.833,9.283
1738,FREIBURG IM BREISGAU,48.000,7.850
1739,FREIENHUFEN,51.587,13.966
1740,FREIENSTEINAU,50.433,9.400
1741,FREIENWILL,54.733,9.500
1742,FREIGERICHT,50.150,9.117
1743,FREIHUNG,49.633,11.900
1744,FREILASSING,47.850,12.983
1745,FREINSHEIM,49.500,8.217
1746,FREISEN,49.550,7.250
1747,FREISING,48.400,11.750
1748,FREISTATT,52.633,8.650
1749,FREITAL,50.998,13.652
1750,FRELLSTEDT,52.200,10.917
1751,FREMDINGEN,48.967,10.450
1752,FRENSDORF,49.817,10.867
1753,FREREN,52.483,7.550
1754,FREUDENBERG,49.483,11.983
1755,FREUDENBERG,49.750,9.317
1756,FREUDENBERG,50.900,7.883
1757,FREUDENBURG,49.550,6.533
1758,FREUDENSTADT,48.467,8.417
1759,FREUDENTAL,49.017,9.067
1760,FREYBURG,51.216,11.768
1761,FREYENSTEIN,53.289,12.358
1762,FREYSTADT,49.200,11.333
1763,FREYUNG,48.800,13.550
1764,FRICKENHAUSEN,48.600,9.367
1765,FRICKENHAUSEN AM MAIN,49.667,10.100
1766,FRICKINGEN,47.817,9.267
1767,FRIDINGEN AN DER DONAU,48.017,8.933
1768,FRIDOLFING,48.000,12.833
1769,FRIEDBERG,48.350,10.983
1770,FRIEDBERG (HESSEN),50.333,8.767
1771,FRIEDEBURG,53.450,7.833
1772,FRIEDELSHEIM,49.450,8.217
1773,FRIEDENFELS,49.883,12.100
1774,FRIEDENWEILER,47.917,8.250
1775,FRIEDERSDORF,51.021,14.581
1776,FRIEDERSDORF,51.649,12.366
1777,FRIEDEWALD,50.717,7.967
1778,FRIEDEWALD,50.883,9.867
1779,FRIEDLAND,51.417,9.917
1780,FRIEDLAND,53.672,13.554
1781,FRIEDRICHRODA,50.860,10.572
1782,FRIEDRICHSDORF,50.250,8.650
1783,FRIEDRICHSGRÜN,50.686,12.563
1784,FRIEDRICHSHAFEN,47.650,9.483
1785,FRIEDRICHSHAIN,51.599,14.570
1786,FRIEDRICHSKOOG,54.017,8.900
1787,FRIEDRICHSTADT,54.383,9.083
1788,FRIEDRICHSTHAL,49.333,7.100
1789,FRIEDRICHSTHAL,52.796,13.280
1790,FRIELENDORF,50.983,9.333
1791,FRIESACK,52.743,12.576
1792,FRIESENHAGEN,50.900,7.800
1793,FRIESENHEIM,48.367,7.883
1794,FRIESENRIED,47.867,10.533
1795,FRIESOYTHE,53.017,7.867
1796,FRIOLZHEIM,48.833,8.833
1797,FRITTLINGEN,48.133,8.717
1798,FRITZLAR,51.133,9.283
1799,FROHBURG,51.057,12.554
1800,FROHNAU,50.585,12.989
1801,FRONHAUSEN,50.700,8.700
1802,FRONREUTE,47.867,9.583
1803,FRONTENHAUSEN,48.550,12.533
1804,FROSE,51.798,11.373
1805,FRÖNDENBERG,51.483,7.767
1806,FUCHSMÜHL,49.933,12.150
1807,FUCHSSTADT,50.117,9.933
1808,FUCHSTAL,47.933,10.833
1809,FULDA,50.550,9.683
1810,FULDABRÜCK,51.267,9.500
1811,FULDATAL,51.350,9.533
1812,FURTH,48.583,12.033
1813,FURTWANGEN,48.050,8.200
1814,FUSSGÖNHEIM,49.467,8.300
1815,FÖHREN,49.867,6.767
1816,FÖRDERSTEDT,51.894,11.630
1817,FÜNFSTETTEN,48.833,10.767
1818,FÜRFELD,49.783,7.900
1819,FÜRSTENAU,52.517,7.683
1820,FÜRSTENBERG,51.733,9.400
1821,FÜRSTENBERG,53.181,13.142
1822,FÜRSTENFELDBRUCK,48.183,11.267
1823,FÜRSTENSTEIN,48.717,13.333
1824,FÜRSTENWALDE,52.356,14.068
1825,FÜRSTENZELL,48.517,13.317
1826,FÜRTH,49.483,10.983
1827,FÜRTH,49.650,8.783
1828,FÜRTHEN,50.783,7.667
1829,FÜSSEN,47.567,10.700
1830,GABLENZ,51.534,14.665
1831,GABLINGEN,48.450,10.817
1832,GACHENBACH,48.500,11.250
1833,GADEBUSCH,53.700,11.115
1834,GAGGENAU,48.800,8.317
1835,GAHLENZ,50.830,13.217
1836,GAIENHOFEN,47.683,8.983
1837,GAILDORF,49.000,9.767
1838,GAILINGEN,47.700,8.750
1839,GAIMERSHEIM,48.800,11.367
1840,GAISSACH,47.750,11.583
1841,GAMMELSDORF,48.550,11.950
1842,GAMMELSHAUSEN,48.633,9.650
1843,GAMMERTINGEN,48.250,9.217
1844,GANDERKESEE,53.033,8.550
1845,GANGELT,51.000,6.000
1846,GANGKOFEN,48.433,12.567
1847,GARBSEN,52.417,9.583
1848,GARCHING AN DER ALZ,48.133,12.583
1849,GARCHING BEI MÜNCHEN,48.250,11.650
1850,GARDELEGEN,52.528,11.392
1851,GARDING,54.333,8.783
1852,GARMISCH-PARTENKIRCHEN,47.500,11.100
1853,GARREL,52.950,8.033
1854,GARS AM INN,48.150,12.283
1855,GARTOW,53.033,11.467
1856,GARTZ,53.209,14.392
1857,GARZ,54.317,13.355
1858,GASCHWITZ,51.252,12.377
1859,GATERSLEBEN,51.826,11.287
1860,GAU-ALGESHEIM,49.967,8.017
1861,GAU-BICKELHEIM,49.833,8.017
1862,GAU-BISCHOFSHEIM,49.917,8.283
1863,GAU-ODERNHEIM,49.783,8.200
1864,GAUERNITZ,51.115,13.563
1865,GAUKÖNIGSHOFEN,49.633,10.000
1866,GAUSSIG,51.135,14.316
1867,GAUTING,48.067,11.383
1868,GEBESEE,51.115,10.933
1869,GEBHARDSHAIN,50.750,7.817
1870,GEBSATTEL,49.350,10.200
1871,GECHINGEN,48.700,8.833
1872,GEDERN,50.417,9.200
1873,GEESTE,52.600,7.267
1874,GEESTHACHT,53.433,10.367
1875,GEFELL,50.438,11.859
1876,GEFREES,50.100,11.733
1877,GEHRDE,52.583,8.017
1878,GEHRDEN,52.317,9.600
1879,GEHREN,50.649,11.000
1880,GEIERSTHAL,49.050,12.983
1881,GEILENKIRCHEN,50.967,6.117
1882,GEISELBACH,50.117,9.200
1883,GEISELHÖRING,48.833,12.400
1884,GEISELWIND,49.767,10.467
1885,GEISENFELD,48.683,11.617
1886,GEISENHAUSEN,48.483,12.250
1887,GEISENHEIM,49.983,7.967
1888,GEISINGEN,47.917,8.650
1889,GEISLINGEN,48.283,8.817
1890,GEISLINGEN AN DER STEIGE,48.633,9.817
1891,GEITHAIN,51.055,12.696
1892,GELDERN,51.517,6.317
1893,GELDERSHEIM,50.033,10.167
1894,GELENAU,50.713,12.978
1895,GELSENKIRCHEN,51.550,7.100
1896,GELTENDORF,48.133,11.033
1897,GELTING,54.750,9.900
1898,GELTOW,52.365,12.966
1899,GEMMINGEN,49.150,8.983
1900,GEMMRIGHEIM,49.033,9.150
1901,GEMÜNDEN,49.900,7.483
1902,GEMÜNDEN,50.567,8.017
1903,GEMÜNDEN (FELDA),50.700,9.050
1904,GEMÜNDEN (WOHRA),50.983,8.967
1905,GEMÜNDEN AM MAIN,50.050,9.700
1906,GENDERKINGEN,48.700,10.883
1907,GENGENBACH,48.400,8.017
1908,GENSINGEN,49.900,7.917
1909,GENTHIN,52.408,12.153
1910,GEORGENBERG,49.700,12.417
1911,GEORGENSGMÜND,49.183,11.017
1912,GEORGENTHAL,50.828,10.656
1913,GEORGSDORF,52.567,7.067
1914,GEORGSMARIENHÜTTE,52.217,8.033
1915,GERA,50.878,12.076
1916,GERABERG,50.720,10.851
1917,GERABRONN,49.250,9.917
1918,GERBRUNN,49.783,9.983
1919,GERBSTEDT,51.631,11.627
1920,GERDAU,52.967,10.417
1921,GERETSRIED,47.850,11.483
1922,GERHARDSHOFEN,49.633,10.683
1923,GERINGSWALDE,51.083,12.912
1924,GERLINGEN,48.800,9.067
1925,GERMARINGEN,47.933,10.667
1926,GERMERING,48.133,11.367
1927,GERMERSHEIM,49.217,8.367
1928,GERNRODE,51.725,11.138
1929,GERNSBACH,48.767,8.333
1930,GERNSHEIM,49.750,8.483
1931,GEROLDSGRÜN,50.333,11.600
1932,GEROLSBACH,48.500,11.367
1933,GEROLSHEIM,49.550,8.267
1934,GEROLSTEIN,50.217,6.667
1935,GEROLZHOFEN,49.900,10.350
1936,GERSDORF,50.759,12.710
1937,GERSDORF,51.122,12.941
1938,GERSDORF,51.229,14.063
1939,GERSFELD (RHÖN),50.450,9.917
1940,GERSHEIM,49.150,7.200
1941,GERSTEN,52.583,7.500
1942,GERSTETTEN,48.617,10.017
1943,GERSTHOFEN,48.417,10.883
1944,GERSTUNGEN,50.968,10.080
1945,GERWISCH,52.179,11.750
1946,GERZEN,48.500,12.433
1947,GESCHER,51.950,7.000
1948,GESCHWENDA,50.734,10.825
1949,GESEKE,51.633,8.517
1950,GESLAU,49.367,10.317
1951,GESSERTSHAUSEN,48.333,10.733
1952,GESTRATZ,47.650,9.983
1953,GETTORF,54.417,9.983
1954,GEVELSBERG,51.317,7.333
1955,GEVERSDORF,53.800,9.083
1956,GEYER,50.628,12.924
1957,GEYERSDORF,50.592,13.043
1958,GIEBELSTADT,49.650,9.950
1959,GIEBOLDEHAUSEN,51.617,10.217
1960,GIELOW,53.693,12.750
1961,GIENGEN AN DER BRENZ,48.617,10.250
1962,GIERSLEBEN,51.761,11.565
1963,GIESEN,52.200,9.900
1964,GIESSEN,50.583,8.683
1965,GIFHORN,52.483,10.550
1966,GILCHING,48.117,11.283
1967,GILDEHAUS,52.300,7.100
1968,GILLENFELD,50.133,6.900
1969,GILSERBERG,50.950,9.067
1970,GILTEN,52.717,9.583
1971,GIMBSHEIM,49.783,8.383
1972,GINGEN AN DER FILS,48.667,9.783
1973,GINGST,54.456,13.258
1974,GINSHEIM-GUSTAVSBURG,49.967,8.333
1975,GITTELDE,51.800,10.183
1976,GLADBECK,51.583,6.983
1977,GLADENBACH,50.767,8.583
1978,GLAN-MÜNCHWEILER,49.467,7.450
1979,GLASHÜTTE,50.853,13.783
1980,GLASHÜTTEN,49.883,11.450
1981,GLASHÜTTEN,50.217,8.400
1982,GLATTBACH,50.000,9.150
1983,GLATTEN,48.450,8.517
1984,GLAUBITZ,51.326,13.379
1985,GLAUBURG,50.317,9.067
1986,GLAUCHAU,50.821,12.547
1987,GLEICHEN,51.467,10.033
1988,GLESIEN,51.445,12.225
1989,GLINDE,53.550,10.217
1990,GLONN,47.983,11.867
1991,GLOSSEN,51.248,12.996
1992,GLOTTERTAL,48.050,7.933
1993,GLÖTHE,51.911,11.667
1994,GLÜCKSBURG (OSTSEE),54.833,9.550
1995,GLÜCKSTADT,53.783,9.417
1996,GMUND AM TEGERNSEE,47.750,11.733
1997,GNARRENBURG,53.383,9.000
1998,GNEVKOW,53.789,13.172
1999,GNOIEN,53.972,12.715
2000,GOCH,51.683,6.167
2001,GOCHSHEIM,50.017,10.283
2002,GOLDBACH,50.000,9.183
2003,GOLDBECK,52.718,11.860
2004,GOLDBERG,53.594,12.088
2005,GOLDENSTEDT,52.783,8.433
2006,GOLDKRONACH,50.017,11.683
2007,GOLM,52.411,12.970
2008,GOLMBACH,51.900,9.550
2009,GOLSSEN,51.975,13.610
2010,GOMADINGEN,48.400,9.383
2011,GOMARINGEN,48.450,9.100
2012,GOMMERN,52.076,11.828
2013,GOMMERSHEIM,49.300,8.267
2014,GOMPITZ,51.044,13.643
2015,GONDELSHEIM,49.067,8.667
2016,GONDERSHAUSEN,50.167,7.500
2017,GORNAU,50.759,13.040
2018,GORNSDORF,50.709,12.888
2019,GORXHEIMERTAL,49.533,8.733
2020,GOSECK,51.197,11.866
2021,GOSHEIM,48.133,8.750
2022,GOSLAR,51.900,10.433
2023,GOSSERSWEILER-STEIN,49.167,7.933
2024,GOTHA,50.954,10.710
2025,GOTTENHEIM,48.050,7.733
2026,GOTTESZELL,48.967,12.967
2027,GOTTFRIEDING,48.633,12.533
2028,GOTTMADINGEN,47.733,8.783
2029,GRABEN,48.183,10.817
2030,GRABEN-NEUDORF,49.167,8.483
2031,GRABENSTETTEN,48.517,9.467
2032,GRABENSTÄTT,47.850,12.550
2033,GRABOW,53.278,11.558
2034,GRAFENAU,48.717,8.900
2035,GRAFENAU,48.867,13.400
2036,GRAFENBERG,48.567,9.300
2037,GRAFENGEHAIG,50.200,11.600
2038,GRAFENHAUSEN,47.767,8.267
2039,GRAFENRHEINFELD,50.000,10.200
2040,GRAFENWIESEN,49.200,12.883
2041,GRAFENWÖHR,49.717,11.900
2042,GRAFING BEI MÜNCHEN,48.050,11.967
2043,GRAFLING,48.900,12.983
2044,GRAFRATH,48.117,11.167
2045,GRAFSCHAFT,50.583,7.067
2046,GRAINAU,47.483,11.017
2047,GRAINET,48.800,13.650
2048,GRAMZOW,53.209,14.007
2049,GRANA,51.057,12.109
2050,GRANSCHÜTZ,51.186,12.054
2051,GRANSEE,53.007,13.157
2052,GRASBERG,53.183,8.983
2053,GRASBRUNN,48.083,11.750
2054,GRASELLENBACH,49.633,8.867
2055,GRASLEBEN,52.317,11.017
2056,GRASSAU,47.783,12.450
2057,GRATTERSDORF,48.800,13.150
2058,GRAUPA,51.000,13.924
2059,GREBENAU,50.750,9.467
2060,GREBENHAIN,50.483,9.333
2061,GREBENSTEIN,51.450,9.417
2062,GREDING,49.050,11.350
2063,GREFRATH,51.333,6.333
2064,GREIFENSTEIN,50.617,8.300
2065,GREIFSWALD,54.089,13.383
2066,GREILING,47.767,11.617
2067,GREIMERATH,49.567,6.683
2068,GREIZ,50.656,12.203
2069,GREMERSDORF,54.333,10.933
2070,GREMSDORF,49.700,10.833
2071,GRENZACH-WYHLEN,47.550,7.683
2072,GREPPIN,51.651,12.304
2073,GRETTSTADT,49.983,10.317
2074,GREUSSEN,51.229,10.951
2075,GREUSSENHEIM,49.817,9.767
2076,GREVEN,52.100,7.617
2077,GREVENBROICH,51.100,6.583
2078,GREVESMÜHLEN,53.865,11.185
2079,GRIESBACH IM ROTTAL,48.450,13.200
2080,GRIESHEIM,49.867,8.550
2081,GRIESSTÄTT,48.000,12.183
2082,GRIMMA,51.241,12.717
2083,GRIMMEN,54.115,13.047
2084,GROITZSCH,51.161,12.279
2085,GRONAU (LEINE),52.083,9.783
2086,GRONAU (WESTFALEN),52.200,7.033
2087,GROSS AMMENSLEBEN,52.236,11.522
2088,GROSS BÖRNECKE,51.888,11.474
2089,GROSS GLIENICKE,52.468,13.110
2090,GROSS GRÖNAU,53.800,10.750
2091,GROSS KUMMERFELD,54.050,10.067
2092,GROSS KÖLZIG,51.638,14.599
2093,GROSS KÖRIS,52.174,13.659
2094,GROSS LINDOW,52.239,14.537
2095,GROSS NAUNDORF,51.697,12.996
2096,GROSS OESINGEN,52.650,10.467
2097,GROSS RODENSLEBEN,52.124,11.388
2098,GROSS ROSENBURG,51.915,11.880
2099,GROSS SCHACKSDORF,51.695,14.629
2100,GROSS SCHÖNEBECK,52.906,13.530
2101,GROSS SÄRCHEN,51.369,14.305
2102,GROSS TWÜLPSTEDT,52.383,10.917
2103,GROSS WOKERN,53.750,12.488
2104,GROSS ZIETHEN,52.397,13.443
2105,GROSS-BIEBERAU,49.800,8.833
2106,GROSS-GERAU,49.917,8.483
2107,GROSS-ROHRHEIM,49.717,8.483
2108,GROSS-RÖHRSDORF,51.142,14.022
2109,GROSS-UMSTADT,49.867,8.933
2110,GROSS-ZIMMERN,49.883,8.817
2111,GROSSAITINGEN,48.233,10.783
2112,GROSSALMERODE,51.250,9.783
2113,GROSSBEEREN,52.356,13.311
2114,GROSSBETTINGEN,48.583,9.300
2115,GROSSBOTHEN,51.193,12.739
2116,GROSSBOTTWAR,49.000,9.283
2117,GROSSBREITENBACH,50.580,11.004
2118,GROSSDUBRAU,51.255,14.471
2119,GROSSEFEHN,53.400,7.600
2120,GROSSEIBSTADT,50.300,10.417
2121,GROSSELFINGEN,48.333,8.883
2122,GROSSENASPE,53.983,9.967
2123,GROSSENBRODE,54.367,11.083
2124,GROSSENGOTTERN,51.149,10.569
2125,GROSSENHAIN,51.294,13.533
2126,GROSSENKNETEN,52.950,8.250
2127,GROSSENLÜDER,50.583,9.550
2128,GROSSENSEE,53.617,10.350
2129,GROSSENSEEBACH,49.633,10.883
2130,GROSSENSTEIN,50.904,12.199
2131,GROSSENWIEHE,54.717,9.250
2132,GROSSERKMANNSDORF,51.089,13.926
2133,GROSSERLACH,49.050,9.517
2134,GROSSFURRA,51.401,10.806
2135,GROSSGRIMMA,51.167,12.145
2136,GROSSHABERSDORF,49.400,10.783
2137,GROSSHANSDORF,53.650,10.283
2138,GROSSHARTHAU,51.110,14.107
2139,GROSSHARTMANNSDORF,50.796,13.322
2140,GROSSHEIDE,53.600,7.350
2141,GROSSHEIRATH,50.183,10.950
2142,GROSSHENNERSDORF,50.991,14.813
2143,GROSSHEUBACH,49.733,9.217
2144,GROSSKAROLINENFELD,47.883,12.083
2145,GROSSKAYNA,51.287,11.935
2146,GROSSKMEHLEN,51.376,13.724
2147,GROSSKORBETHA,51.259,12.022
2148,GROSSKROTZENBURG,50.083,8.983
2149,GROSSLANGHEIM,49.750,10.233
2150,GROSSLEHNA,51.312,12.163
2151,GROSSMAISCHEID,50.500,7.633
2152,GROSSMEHRING,48.767,11.533
2153,GROSSMONRA,51.216,11.291
2154,GROSSMÜHLINGEN,51.954,11.703
2155,GROSSNIEDESHEIM,49.567,8.317
2156,GROSSOLBERSDORF,50.697,13.091
2157,GROSSOSTHEIM,49.917,9.083
2158,GROSSPOSTWITZ,51.119,14.452
2159,GROSSPÖSNA,51.273,12.507
2160,GROSSRINDERFELD,49.667,9.733
2161,GROSSROSSELN,49.200,6.833
2162,GROSSRÄSCHEN,51.589,14.011
2163,GROSSRÜCKERSWALDE,50.631,13.123
2164,GROSSSCHIRMA,50.963,13.308
2165,GROSSSCHWEIDNITZ,51.067,14.651
2166,GROSSSCHÖNAU,50.897,14.681
2167,GROSSSOLT,54.700,9.517
2168,GROSSTHIEMIG,51.383,13.676
2169,GROSSTREBEN,51.647,12.989
2170,GROSSWALLSTADT,49.883,9.167
2171,GROSSWALTERSDORF,50.784,13.272
2172,GROSSWEITZSCHEN,51.165,13.051
2173,GROSSÖRNER,51.617,11.496
2174,GRUB AM FORST,50.233,11.017
2175,GRUIBINGEN,48.600,9.650
2176,GRUMBACH,50.548,13.109
2177,GRUMBACH,51.030,13.548
2178,GRÄFELFING,48.117,11.433
2179,GRÄFENBERG,49.650,11.250
2180,GRÄFENDORF,50.117,9.733
2181,GRÄFENHAIN,50.823,10.707
2182,GRÄFENHAINICHEN,51.732,12.449
2183,GRÄFENRODA,50.750,10.813
2184,GRÄFENTHAL,50.525,11.306
2185,GRÄFENTONNA,51.092,10.732
2186,GRÄFINAU-ANGSTEDT,50.702,11.019
2187,GRÄVENWIESBACH,50.383,8.450
2188,GRÖBEN,51.126,12.047
2189,GRÖBENZELL,48.200,11.367
2190,GRÖBERS,51.427,12.116
2191,GRÖBZIG,51.683,11.873
2192,GRÖDEN,51.404,13.570
2193,GRÖDITZ,51.411,13.449
2194,GRÖMITZ,54.150,10.950
2195,GRÖNENBACH,47.883,10.233
2196,GRÖNINGEN,51.943,11.220
2197,GRÖNWOHLD,53.650,10.417
2198,GRÜNA,50.812,12.790
2199,GRÜNBACH,50.443,12.336
2200,GRÜNBERG,50.600,8.967
2201,GRÜNDAU,50.233,9.150
2202,GRÜNENBACH,47.633,10.017
2203,GRÜNENDEICH,53.583,9.617
2204,GRÜNEWALDE,51.514,13.709
2205,GRÜNHAIN,50.583,12.819
2206,GRÜNHAINICHEN,50.768,13.156
2207,GRÜNHEIDE,52.427,13.822
2208,GRÜNKRAUT,47.750,9.650
2209,GRÜNSFELD,49.600,9.750
2210,GRÜNSTADT,49.567,8.167
2211,GRÜNWALD,48.050,11.533
2212,GSCHWEND,48.933,9.750
2213,GUDENSBERG,51.183,9.367
2214,GUDERHANDVIERTEL,53.550,9.617
2215,GUDOW,53.550,10.767
2216,GULDENTAL,49.883,7.850
2217,GUMMERSBACH,51.033,7.567
2218,GUNDELFINGEN,48.050,7.867
2219,GUNDELFINGEN AN DER DONAU,48.550,10.367
2220,GUNDELSHEIM,49.283,9.167
2221,GUNDELSHEIM,49.933,10.917
2222,GUNDERSHEIM,49.700,8.200
2223,GUNDREMMINGEN,48.500,10.400
2224,GUNTERSBLUM,49.800,8.350
2225,GUNZENHAUSEN,49.117,10.767
2226,GUSBORN,53.083,11.200
2227,GUSENBURG,49.633,6.900
2228,GUSTERATH,49.700,6.717
2229,GUTACH (SCHWARZWALDBAHN),48.250,8.217
2230,GUTACH IM BREISGAU,48.117,7.983
2231,GUTENSTETTEN,49.617,10.633
2232,GUTENZELL-HÜRBEL,48.117,9.983
2233,GUXHAGEN,51.200,9.483
2234,GYHUM,53.217,9.317
2235,GÄRTRINGEN,48.650,8.900
2236,GÄUFELDEN,48.550,8.817
2237,GÖDA,51.179,14.324
2238,GÖGGINGEN,48.867,9.883
2239,GÖLLHEIM,49.600,8.050
2240,GÖNNHEIM,49.450,8.233
2241,GÖPPINGEN,48.700,9.650
2242,GÖRLITZ,51.156,14.993
2243,GÖRMIN,53.991,13.270
2244,GÖRWIHL,47.650,8.083
2245,GÖRZIG,51.665,11.986
2246,GÖRZKE,52.177,12.377
2247,GÖSSENHEIM,50.017,9.783
2248,GÖSSNITZ,50.892,12.435
2249,GÖSSWEINSTEIN,49.767,11.333
2250,GÖTTINGEN,51.533,9.933
2251,GÜGLINGEN,49.067,9.000
2252,GÜNTERSLEBEN,49.867,9.917
2253,GÜNZACH,47.817,10.433
2254,GÜNZBURG,48.450,10.283
2255,GÜSEN,52.358,11.981
2256,GÜSTEN,51.796,11.605
2257,GÜSTROW,53.798,12.173
2258,GÜTENBACH,48.050,8.133
2259,GÜTERFELDE,52.367,13.201
2260,GÜTERSLOH,51.900,8.383
2261,GÜTZKOW,53.940,13.406
2262,HAAG AN DER AMPER,48.467,11.833
2263,HAAG IN OBERBAYERN,48.167,12.183
2264,HAAN,51.200,7.017
2265,HAAR,48.117,11.733
2266,HAARBACH,48.500,13.150
2267,HABICHTSWALD,51.350,9.350
2268,HACHENBURG,50.667,7.817
2269,HACKENHEIM,49.817,7.900
2270,HADAMAR,50.450,8.050
2271,HADMERSLEBEN,51.993,11.302
2272,HAFENLOHR,49.867,9.600
2273,HAGE,53.600,7.283
2274,HAGELSTADT,48.900,12.200
2275,HAGEN,51.367,7.467
2276,HAGEN AM TEUTOBURGER WALD,52.200,7.983
2277,HAGEN IM BREMISCHEN,53.350,8.650
2278,HAGENBACH,49.017,8.250
2279,HAGENBURG,52.433,9.317
2280,HAGENOW,53.431,11.192
2281,HAGENWERDER,51.069,14.978
2282,HAGNAU AM BODENSEE,47.683,9.317
2283,HAHNBACH,49.533,11.800
2284,HAHNHEIM,49.867,8.233
2285,HAHNSTÄTTEN,50.300,8.067
2286,HAIBACH,49.017,12.717
2287,HAIBACH,49.967,9.217
2288,HAIDMÜHLE,48.833,13.783
2289,HAIGER,50.750,8.200
2290,HAIGERLOCH,48.367,8.800
2291,HAIMHAUSEN,48.317,11.550
2292,HAIMING,48.217,12.900
2293,HAINA (KLOSTER),51.033,8.967
2294,HAINBURG,50.083,8.933
2295,HAINEWALDE,50.913,14.717
2296,HAINICHEN,50.972,13.120
2297,HAINSFARTH,48.967,10.633
2298,HAITERBACH,48.533,8.650
2299,HALBE,52.110,13.708
2300,HALBERSTADT,51.897,11.041
2301,HALBLECH,47.633,10.817
2302,HALDENSLEBEN,52.296,11.414
2303,HALDENWANG,47.800,10.350
2304,HALDENWANG,48.433,10.450
2305,HALFING,47.950,12.283
2306,HALLBACH,50.690,13.322
2307,HALLBERGMOOS,48.333,11.750
2308,HALLE,51.479,11.978
2309,HALLE,52.000,9.567
2310,HALLE (WESTFALEN),52.067,8.367
2311,HALLE-NEUSTADT,41.468,11.902
2312,HALLENBERG,51.117,8.617
2313,HALLERNDORF,49.767,10.983
2314,HALLSTADT,49.933,10.883
2315,HALSBRÜCKE,50.954,13.351
2316,HALSENBACH,50.167,7.550
2317,HALSTENBEK,53.633,9.833
2318,HALTERN,51.750,7.183
2319,HALVER,51.183,7.500
2320,HAMBERGE,53.833,10.583
2321,HAMBERGEN,53.317,8.833
2322,HAMBRÜCKEN,49.183,8.550
